docid,title,text,book,book_title,chapter_number,chapter_title
266,"ROASTING, PLAIN ","simply put the meats to be roasted in the oven, generously sprinkled with salt, and serve [it glazed] with honey .",VII,SUMPTUOUS DISHES,V,ROASTS.
267,ANOTHER STYLE FOR ROASTS ,"take 6 scruples of parsley, of laser  just as many, 6 of ginger, 5 laurel berries, 6 scruples of preserved laser root, cyprian rush 6, 6 of origany, a little costmary, 3 scruples of chamomile [or pellitory], 6 scruples of celery seed, 12 scruples of pepper, and broth and oil as much as it will take up .",VII,SUMPTUOUS DISHES,V,ROASTS.
268,ANOTHER [Condiment for] ROAST ,"crush dry myrtle berries with cumin and pepper, adding honey also broth, reduced must and oil. heat and bind with roux. pour this over the roast that is medium done, with salt; sprinkle with pepper and serve.",VII,SUMPTUOUS DISHES,V,ROASTS.
269,ANOTHER ROAST [Sauce] ,"6 scruples pepper, 6 scruples lovage, 6 scruples parsley, 6 scruples celery seed, 6 scruples dill, 6 scruples laser root, 6 scruples wild spikenard , 6 scruples cyprian rush, 6 scruples carraway, 6 scruples cumin, 6 scruples ginger, a pint of broth and a spoonful oil.",VII,SUMPTUOUS DISHES,V,ROASTS.
270,ROAST NECK ,"put in a braisière  and boil pepper, spices, honey, broth; and heat this with the meat in the oven. the neck piece itself, if you like, is also roasted with spices and the hot gravy is simply poured over at the moment of serving .",VII,SUMPTUOUS DISHES,V,ROASTS.
271,SAUCE FOR ALL BOILED DISHES ,"pepper, lovage, origany, rue, silphium, dry onion, wine, reduced wine, honey, vinegar, a little oil, boiled down, strained through a cloth and poured under the hot cooked meats .",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
272,SAUCE FOR BOILED VIANDS ,"make it thus: [tor.] pepper, parsley, broth, vinegar, fig-dates, onions, little oil, poured under very hot.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
273,ANOTHER ,"crush pepper, dry rue, fennel seed, onion, figdates, with broth and oil.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
274,WHITE [bread] SAUCE FOR BOILED VIANDS ,"white sauce for boiled dishes is made thus:  pepper, broth, wine, rue, onions, nuts, a little spice, bread soaked to the saturation point, oil, which is cooked and spread under [the meat].",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
275,ANOTHER WHITE SAUCE FOR BOILED VIANDS ,"another white sauce for boiled dishes contains:  pepper, carraway, lovage, thyme, origany, shallots, dates, honey, vinegar, broth and oil.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
276,WHITE SAUCE FOR DAINTY FOOD ,"take cumin, lovage, rue seed, plums from damascus  soak in wine, add honey mead and vinegar, thyme and origany to taste .",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
277,ANOTHER WHITE SAUCE FOR APPETIZERS ,"is made thus  pepper, thyme, cumin, celery seed, fennel, rue, mint , myrtle berries, raisins, raisin wine, and mead to taste; stir it with a twig of satury .",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
278,SAUCE FOR TIDBITS ,"pepper, lovage, carraway, mint, leaves of spikenard (which the greeks call ""nardosachiom"") [_sic!_]  yolks, honey, mead, vinegar, broth and oil. stir well with satury and leeks  and tie with roux.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
279,WHITE SAUCE FOR TIDBITS ,"is made thus:  pepper, lovage, cumin, celery seed, thyme, nuts, which soak and clean, honey, vinegar, broth and oil to be added .",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
280,SAUCE FOR TIDBITS ,"pepper, celery seed, carraway, satury, saffron, shallots, toasted almonds, figdates, broth, oil and a little mustard; color with reduced must.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
281,SAUCE FOR TIDBITS ,"pepper, lovage, parsley, shallots, toasted almonds, dates, honey, vinegar, broth, reduced must and oil.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
282,SAUCE FOR TIDBITS ,"chop hard eggs, pepper, cumin, parsley, cooked leeks, myrtle berries, somewhat more honey, vinegar, broth and oil.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
283,RAW DILL SAUCE FOR BOILED DISH ,"pepper, dill seed, dry mint, laser root, pour under: vinegar, date wine, honey, broth, and a little mustard, reduced must and oil to taste; and serve it with roast pork shoulder.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
284,BRINY SAUCE FOR BOILED DISH ,"pepper, lovage, carraway, celery seed, thyme, shallots, dates, fish brine  strained honey, and wine to taste; sprinkle with chopped green celery and oil and serve.",VII,SUMPTUOUS DISHES,VI,BOILED AND STEWED MEATS.
285,PIG'S PAUNCH ,"clean the paunch of a suckling pig well with salt and vinegar and presently wash with water. then fill it with the following dressing: pieces of pork pounded in the mortar, three brains--the nerves removed--mix with raw eggs, add nuts, whole pepper, and sauce to taste. crush pepper, lovage, silphium, anise, ginger, a little rue; fill the paunch with it, not too much, though, leaving plenty of room for expansion lest it bursts while being cooked. put it in a pot with boiling water, retire and prick with a needle so that it does not burst. when half done, take it out and hang it into the smoke to take on color; now boil it over again and finish it leisurely. next take the broth, some pure wine and a little oil, open the paunch with a small knife. sprinkle with the broth and lovage; place the pig near the fire to heat it, turn it around in bran [or bread crumbs] immerse in [sprinkle with] brine and finish [the outer crust to a golden brown] .",VII,SUMPTUOUS DISHES,VII,PAUNCH.
286,ROAST LOINS MADE THUS ,"split them into two parts so that they are spread out  sprinkle the opening with crushed pepper and [ditto] nuts, finely chopped coriander and crushed fennel seed. the tenderloins are then rolled up to be roasted; tie together, wrap in caul, parboil in oil  and broth, and then roast in the oven or broil on the gridiron.",VII,SUMPTUOUS DISHES,VIII,LOINS AND KIDNEYS.
287,"[Baked Picnic] HAM [Pork Shoulder, fresh or cured] ","the ham should be braised with a good number of figs and some three laurel leaves; the skin is then pulled off and cut into square pieces; these are macerated with honey. thereupon make dough crumbs of flour and oil  lay the dough over or around the ham, stud the top with the pieces of the skin so that they will be baked with the dough [bake slowly] and when done, retire from the oven and serve .",VII,SUMPTUOUS DISHES,IX,HAM
288,TO COOK PORK SHOULDER ,"ham simply cooked in water with figs is usually dressed on a platter [baking pan] sprinkled with crumbs and reduced wine, or, still better, with spiced wine [and is glazed under the open flame, or with a shovel containing red-hot embers].",VII,SUMPTUOUS DISHES,IX,HAM
289,FRESH HAM ,"a fresh ham is cooked with 2 pounds of barley and 25 figs. when done skin, glaze the surface with a fire shovel full of glowing coals, spread honey over it, or, what's better: put it in the oven covered with honey. when it has a nice color, put in a sauce pan raisin wine, pepper, a bunch of rue and pure wine to taste. when this [sauce] is done, pour half of it over the ham and in the other half soak specially made ginger bread  the remnant of the sauce after most of it is thoroughly soaked into the bread, add to the ham .",VII,SUMPTUOUS DISHES,X,
290,"BACON, SALT PORK ",cover with water and cook with plenty of dill; sprinkle with a little oil and a trifle of salt.,VII,SUMPTUOUS DISHES,XI,
291,SHEEP LIVER ,"cook thus: make a mixture of water, mead, eggs and milk in which thoroughly soak the sliced liver. stew the liver in wine sauce, sprinkle with pepper and serve.",VII,SUMPTUOUS DISHES,XII,LIVERS AND LUNGS
292,ANOTHER WAY TO COOK LUNG ,"liver and lung are also cooked this way:  soak well in milk, strain it off if offensive in taste  break 2 eggs and add a little salt, mix in a spoonful honey and fill the lung with it, boil and slice .",VII,SUMPTUOUS DISHES,XII,LIVERS AND LUNGS
293,A HASH OF LIVER ,"crush pepper, moisten with broth, raisin wine, pure oil, chop the lights  fine and add wine sauce .",VII,SUMPTUOUS DISHES,XII,LIVERS AND LUNGS
294,HOME-MADE SWEETS ,"little home confections (which are called dulciaria) are made thus:  little palms or (as they are ordinarily called)  dates are stuffed--after the seeds have been removed--with a nut or with nuts and ground pepper, sprinkled with salt on the outside and are candied in honey and served .",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
295,ANOTHER SWEETMEAT ,"grate [scrape, peel] some very best fresh aphros  and immerse in milk. when saturated place in the oven to heat but not to dry out; when thoroughly hot retire from oven, pour over some honey, stipple [the fruit] so that the honey may penetrate, sprinkle with pepper  and serve.",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
296,ANOTHER SWEET DISH ,"break [slice] fine white bread, crust removed, into rather large pieces which soak in milk [and beaten eggs] fry in oil, cover with honey and serve .",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
297,ANOTHER SWEET ,"in a chafing-dish put  honey, pure wine, raisin wine, rue, pine nuts, nuts, cooked spelt, add crushed and toasted hazelnuts  and serve.",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
298,ANOTHER SWEET ,"crush pepper, nuts, honey, rue, and raisin wine with milk, and cook the mixture  with a few eggs well worked in, cover with honey, sprinkle with [crushed nuts, etc.] and serve.",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
299,ANOTHER SWEET ,"take a preparation similar  [to the above] and in the hot water [bath or double boiler] make a very hard porridge of it. thereupon spread it out on a pan and when cool cut it into handy pieces like small cookies. fry these in the best oil, take them out, dip into [hot] honey, sprinkle with pepper  and serve.",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
300,A STILL BETTER WAY ,is to prepare this with milk instead of water.,VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
301,CUSTARD ,"estimate the amount of milk necessary for this dish and sweeten it with honey to taste; to a pint  of fluid take 5 eggs; for half a pint  dissolve 3 eggs in milk and beat well to incorporate thoroughly, strain through a colander into an earthen dish and cook on a slow fire [in hot water bath in oven]. when congealed sprinkle with pepper and serve .",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
302,OMELETTE SOUFFLÉE ,"four eggs in half a pint of milk and an ounce of oil well beaten, to make a fluffy mixture; in a pan put a little oil, and carefully add the egg preparation, without letting it boil  however. [place it in the oven to let it rise] and when one side is done, turn it out into a service platter [fold it] pour over honey, sprinkle with pepper  and serve .",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
303,CHEESE AND HONEY ,"prepare [cottage] cheese either with honey and broth [brine] or with salt, oil and [chopped] coriander .",VII,SUMPTUOUS DISHES,XIII,HOME-MADE SWEET DISHES AND HONEY SWEET-MEATS
304,BULBS ,"serve with oil, broth and vinegar, with a little cumin sprinkled over.",VII,SUMPTUOUS DISHES,XIV,
305,ANOTHER WAY ,"soak  the bulbs and parboil them in water; thereupon fry them in oil. the dressing make thus: take thyme, flea-bane, pepper, origany, honey, vinegar, reduced wine, date wine, if you like  broth and a little oil. sprinkle with pepper and serve.",VII,SUMPTUOUS DISHES,XIV,
306,ANOTHER WAY ,"cook the bulbs into a thick purée  and season with thyme, origany, honey, vinegar, reduced wine, date wine, broth and a little oil.",VII,SUMPTUOUS DISHES,XIV,
307,VARRO SAYS OF BULBS ,"cooked in water they are conducive to love  and are therefore also served at wedding feasts, but also seasoned with pignolia nut or with the juice of colewort, or mustard, and pepper.",VII,SUMPTUOUS DISHES,XIV,
308,FRIED BULBS ,are served with wine sauce [oenogarum].,VII,SUMPTUOUS DISHES,XIV,
309,MORELS ,"morels are cooked quickly in garum and pepper, taken out, allowed to drip; also broth with crushed pepper may be used [to cook the mushrooms in].",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
310,FOR MORELS ,"pepper, reduced wine, vinegar and oil.",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
311,ANOTHER WAY OF COOKING MORELS ,"in salt water, with oil, pure wine, and serve with chopped coriander.",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
312,MUSHROOMS ,"fresh mushrooms are stewed  in reduced wine with a bunch of green coriander, which remove before serving.",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
313,ANOTHER STYLE OF MUSHROOMS ,"mushroom stems [or buds, very small mushrooms] are cooked in broth. serve sprinkled with salt.",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
314,ANOTHER WAY OF COOKING MUSHROOMS ,"slice the mushroom stems  [stew them as directed above] and finish by covering them with eggs  adding pepper, lovage, a little honey, broth and oil to taste.",VII,SUMPTUOUS DISHES,XV,MUSHROOMS OR MORELS
315,TRUFFLES ,"scrape [brush] the truffles, parboil, sprinkle with salt, put several of them on a skewer, half fry them; then place them in a sauce pan with oil, broth, reduced wine, wine, pepper, and honey. when done [retire the truffles] bind [the liquor] with roux, decorate the truffles nicely and serve .",VII,SUMPTUOUS DISHES,XVI,
316,ANOTHER WAY TO PREPARE TRUFFLES ,"[par]boil the truffles, sprinkle with salt and fasten them on skewers, half fry them and then place them in a sauce pan with broth, virgin oil, reduced wine, a little pure wine  crushed pepper and a little honey; allow them to finish [gently and well covered] when done, bind the liquor with roux, prick the truffles so they may become saturated with the juice, dress them nicely, and when real hot, serve.",VII,SUMPTUOUS DISHES,XVI,
317,ANOTHER WAY ,"if you wish you may also wrap the truffles in caul of pork, braise and so serve them.",VII,SUMPTUOUS DISHES,XVI,
318,ANOTHER TRUFFLE ,"stew the truffles in wine sauce, with pepper, lovage, coriander, rue, broth, honey, wine, and a little oil.",VII,SUMPTUOUS DISHES,XVI,
319,ANOTHER WAY FOR TRUFFLES ,"braise the truffles with pepper, mint, rue, honey, oil, and a little wine. heat and serve.",VII,SUMPTUOUS DISHES,XVI,
320,ANOTHER WAY FOR TRUFFLES ,"pepper, cumin, silphium, mint, celery, rue, honey, vinegar, or wine, salt or broth, a little oil.",VII,SUMPTUOUS DISHES,XVI,
321,ANOTHER WAY FOR TRUFFLES ,"cook the truffles with leeks, salt, pepper, chopped coriander, the very best wine and a little oil.",VII,SUMPTUOUS DISHES,XVI,
322,"COLOCASIUM TARO, DASHEEN ","for the colocasium (which is really the colocasia plant, also called ""egyptian bean"") use  pepper, cumin, rue, honey, or broth, and a little oil; when done bind with roux  colocasium is the root of the egyptian bean which is used exclusively .",VII,SUMPTUOUS DISHES,XVII,"TARO, DASHEEN"
323,MILK-FED SNAILS ,"take snails and sponge them; pull them out of the shells by the membrane and place them for a day in a vessel with milk and salt  renew the milk daily. hourly  clean the snails of all refuse, and when they are so fat that they can no longer retire [to their shells] fry them in oil and serve them with wine sauce. in a similar way they may be fed on a milk porridge .",VII,SUMPTUOUS DISHES,XVIII,SNAILS
324,ANOTHER WAY ,"the snails are fried with pure salt and oil and [a sauce of] laser, broth, pepper and oil is underlaid; or the fried snails are fully covered with broth, pepper and cumin.",VII,SUMPTUOUS DISHES,XVIII,SNAILS
325,ANOTHER WAY FOR SNAILS ,"the live snails are sprinkled with milk mixed with the finest wheat flour, when fat and nice and plump they are cooked.",VII,SUMPTUOUS DISHES,XVIII,SNAILS
326,FRIED EGGS ,fried eggs are finished in wine sauce.,VII,SUMPTUOUS DISHES,XIX,EGGS
327,BOILED EGGS ,"are seasoned with broth, oil, pure wine, or are served with broth, pepper and laser.",VII,SUMPTUOUS DISHES,XIX,EGGS
328,WITH POACHED EGGS ,"serve pepper, lovage, soaked nuts, honey, vinegar and broth.",VII,SUMPTUOUS DISHES,XIX,EGGS
329,WILD BOAR IS PREPARED THUS ,"it is cleaned; sprinkled with salt and crushed cumin and thus left. the next day it is put into the oven; when done season with crushed pepper. a sauce for boar: honey  broth, reduced wine, raisin wine.",VIII,QUADRUPEDS,I,WILD BOAR.
330,ANOTHER WAY TO PREPARE BOAR ,"you boil the boar in sea water with sprigs of laurel; when done nice and soft, remove the skin, serve with salt, mustard, vinegar.",VIII,QUADRUPEDS,I,WILD BOAR.
331,ANOTHER WAY TO COOK [sauce for] BOAR ,"crush pepper, lovage, origany, seedless myrtle berries, coriander, onions; add honey, wine, broth and a little oil; heat and tie with roux. the boar roasted in the oven, is masked with this sauce, which you may use for any kind of roast game .",VIII,QUADRUPEDS,I,WILD BOAR.
332,MAKE A HOT SAUCE FOR ROAST BOAR THUS ,"crush pepper, cumin, celery seed, mint, thyme, satury, saffron, toasted nuts, or toasted almonds, honey, wine, broth, vinegar and a little oil.",VIII,QUADRUPEDS,I,WILD BOAR.
333,ANOTHER HOT SAUCE FOR BOAR ,"pepper, lovage, celery seed, mint, thyme, toasted nuts, wine, vinegar, broth, and a little oil. when the simple broth  is boiling incorporate the crushed things and stir with an aromatic bouquet of onions and rue. if you desire to make this a richer sauce, tie it with whites of egg, stirring the liquid egg in gently. sprinkle with a little pepper and serve.",VIII,QUADRUPEDS,I,WILD BOAR.
334,SAUCE FOR BOILED BOAR ,"real sauce for boiled boar is composed in this manner  pepper, lovage, cumin, silphium, origany, nuts, figdates, mustard, vinegar, broth and oil.",VIII,QUADRUPEDS,I,WILD BOAR.
335,COLD SAUCE FOR BOILED BOAR ,"pepper, cumin, lovage, crushed coriander seed, dill seed, celery seed, thyme, origany, little onion, honey, vinegar, mustard, broth and oil.",VIII,QUADRUPEDS,I,WILD BOAR.
336,ANOTHER COLD SAUCE FOR BOILED BOAR ,"pepper, lovage, cumin, dill seed, thyme, origany, little silphium, rather more mustard seed, add pure wine, some green herbs, a little onion, crushed nuts from the pontus, or almonds, dates, honey, vinegar, some more pure wine, color with reduced must [and add] broth and oil .",VIII,QUADRUPEDS,I,WILD BOAR.
337,ANOTHER [sauce] FOR BOAR ,"crush pepper, lovage, origany, celery seed, laser root, cumin, fennel seed, rue, broth, wine, raisin wine; heat, when done tie with roux; cover the meat with this sauce so as to penetrate the meat and serve.",VIII,QUADRUPEDS,I,WILD BOAR.
338,SHOULDER OF BOAR IS STUFFED IN THIS MANNER ,"loosen the meat from the bones by means of a wooden stick in order to fill the cavity left by the bones with dressing which is introduced through a funnel. [the dressing season with] crushed pepper, laurel berries and rue; if you like, add laser, the best kind of broth, reduced must and sprinkle with fresh oil. when the filling is done, tie the parts thus stuffed in linen, place them in the stock pot in which they are to be cooked and boil them in sea water, with a sprig of laurel and dill .",VIII,QUADRUPEDS,I,WILD BOAR.
339,SAUCE FOR STAG ,"crush pepper, lovage, carraway  origany, celery seed, laser root, fennel seed, moisten with broth, wine  raisin wine and a little oil. when boiling bind with roux; the cooked meat immerse in this sauce [braise] to penetrate and to soften, and serve. for broad horn deer as well as for other venison follow similar methods and use the same condiments.",VIII,QUADRUPEDS,II,VENISON.
340,ANOTHER WAY ,"parboil and braise the venison. crush pepper, lovage, carraway, celery seed, moisten with honey, vinegar, broth and oil; heat, bind with roux and pour over the roast.",VIII,QUADRUPEDS,II,VENISON.
341,VENISON SAUCE ,"mix pepper, lovage, onion, origany, nuts, figdates, honey, broth, mustard, vinegar, oil .",VIII,QUADRUPEDS,II,VENISON.
342,PREPARATION OF VENISON ,"pepper, cumin, condiments, parsley, onion, rue, honey, broth, mint, raisin wine, reduced wine, and a little oil; bind with roux when boiling.",VIII,QUADRUPEDS,II,VENISON.
343,HOT SAUCE FOR VENISON ,"pepper, lovage, parsley, cumin, toasted nuts or almonds, honey, vinegar, wine, a little oil; add broth and stir well.",VIII,QUADRUPEDS,II,VENISON.
344,MARINADE FOR ROAST VENISON ,"pepper, nard leaves, celery seed, dry onions, green rue, honey, vinegar, broth, add dates, raisins and oil.",VIII,QUADRUPEDS,II,VENISON.
345,ANOTHER HOT SAUCE FOR VENISON ,"pepper, lovage, parsley, stewed damascus prunes, wine, honey, vinegar, broth, a little oil; stir with a fagot of leeks and satury .",VIII,QUADRUPEDS,II,VENISON.
346,SAUCE FOR WILD GOAT ,"pepper, lovage, carraway, cumin, parsley, rue seed, honey, mustard, vinegar, broth and oil.",VIII,QUADRUPEDS,III,"CHAMOIS, GAZELLE."
347,SAUCE FOR ROAST WILD GOAT ,"pepper, herbs, rue, onion, honey, broth, raisin wine, a little oil, bind with roux.",VIII,QUADRUPEDS,III,"CHAMOIS, GAZELLE."
348,SAUCE FOR MOUNTAIN SHEEP ,"[that is, (roast) the meat, prepare a sauce of]  pepper, lovage, cumin, dry mint , thyme, silphium, moisten with wine, add stewed damascus prunes, honey, wine, broth, vinegar, raisin wine,--enough to color--and stir with a whip of origany and dry mint .",VIII,QUADRUPEDS,IV,WILD SHEEP.
349,"SAUCE FOR ALL KINDS OF GAME, BOILED OR ROAST ","8 scruples of pepper, rue, lovage, celery seed, juniper, thyme, dry mint, 6 scruples in weight [each] 3 scruples of flea-bane; reduce all this to the finest powder, put it together in a vessel with sufficient honey and use it with vinegar and garum.",VIII,QUADRUPEDS,IV,WILD SHEEP.
350,COLD SAUCE FOR WILD SHEEP ,"pepper, lovage, thyme, cumin, crushed toasted nuts, honey, vinegar, broth, and oil; sprinkle with pepper.",VIII,QUADRUPEDS,IV,WILD SHEEP.
351,VEAL STEAK ,"[for a sauce with fried beef or veal take]  pepper, lovage, celery seed, cumin, origany, dry onion, raisins, honey, vinegar, wine, broth, oil, and reduced must.",VIII,QUADRUPEDS,V,BEEF AND VEAL.
352,VEAL OR BEEF WITH LEEKS ,"[or] with quinces  or with onions, or with dasheens  [use] broth, pepper, laser and a little oil.",VIII,QUADRUPEDS,V,BEEF AND VEAL.
353,FRICASSÉE OF VEAL ,"crush pepper, lovage, carraway, celery seed, moisten with honey, vinegar, broth and oil; heat, bind with roux and cover the meat.",VIII,QUADRUPEDS,V,BEEF AND VEAL.
354,ANOTHER VEAL FRICASSÉE ,"pepper, lovage, fennel seed, origany, nuts, figdates, honey, vinegar, broth, mustard and oil.",VIII,QUADRUPEDS,V,BEEF AND VEAL.
355,DAINTY DISHES OF KID OR OF LAMB ,"cook with pepper and broth, also with various ordinary beans  broth, pepper and laser, cumin, dumplings  and a little oil .",VIII,QUADRUPEDS,VI,KID AND LAMB.
356,ANOTHER LAMB STEW ,"put [pieces of] kid or lamb in the stew pot with chopped onion and coriander. crush pepper, lovage, cumin, and cook with broth oil and wine. put in a dish and tie with roux .",VIII,QUADRUPEDS,VI,KID AND LAMB.
357,ANOTHER LAMB STEW ,add to the parboiled meat the raw herbs that have been crushed in the mortar and cook it. goat meat is cooked likewise.,VIII,QUADRUPEDS,VI,KID AND LAMB.
358,BROILED KID OR LAMB STEAK ,"kid after being cooked in broth and oil is sliced and marinated  with crushed pepper, laser, broth and a little oil. it is then grilled on the broiler and served with gravy. sprinkle with pepper and serve up.",VIII,QUADRUPEDS,VI,KID AND LAMB.
359,ROAST KID OR LAMB ,"[let us roast the kid or lamb, adding]  half an ounce of pepper, 6 scruples of foalbit  a little ginger, 6 scruples of parsley, a little laser, a pint of best broth and a spoonful oil .",VIII,QUADRUPEDS,VI,KID AND LAMB.
360,STUFFED BONED KID OR LAMB ,"milk-fed  kid or lamb is carefully boned through the throat so as to create a paunch or bag; the intestines are preserved whole in a manner that one can blow or inflate them at the head in order to expel the excrements at the other end; the body is washed carefully and is filled with a liquid dressing. thereupon tie it carefully at the shoulders, put it into the roasting pan, baste well. when done, boil the gravy with milk and pepper, previously crushed, and broth, reduced wine, a little reduced must and also oil; and to the boiling gravy add roux. to play safe put the roast in a netting, bag or little basket and carefully tie together, add a little salt to the boiling gravy. after this has boiled well three times, take the meat out, boil the broth over again [to reduce it] incorporate with the above described liquor, adding the necessary seasoning.",VIII,QUADRUPEDS,VI,KID AND LAMB.
361,STUFFED KID OR LAMB ANOTHER WAY ,"kid or lamb is thus prepared and seasoned: take  1 pint milk, 4 ounces honey, 1 ounce pepper, a little salt, a little laser, gravy [of the lamb] 8 ounces crushed dates, a spoonful oil, a little broth, a spoonful honey  a pint of good wine and a little roux.",VIII,QUADRUPEDS,VI,KID AND LAMB.
362,THE RAW KID OR LAMB ,"is rubbed with oil and pepper and sprinkled with plenty of clean salt and coriander seed, placed in the oven, served roast.",VIII,QUADRUPEDS,VI,KID AND LAMB.
363,KID OR LAMB À LA TARPEIUS ,"before cooking the lamb truss it properly and [marinate it in] pepper, rue, satury, onions, and a little thyme and broth. place the roast in a pan with oil, baste well while in the oven, when cooked thoroughly, fill the pan with crushed satury, onions, rue, dates, broth, wine, reduced wine, and oil; when this gravy is well cooked [strain] put it up in a dish, sprinkle with pepper and serve.",VIII,QUADRUPEDS,VI,KID AND LAMB.
364,KID OR LAMB PARTHIAN STYLE ,"put [the roast] in the oven; crush pepper, rue, onion, satury, stoned damascus plums, a little laser, wine, broth and oil. hot wine is served on the side and taken with vinegar.",VIII,QUADRUPEDS,VI,KID AND LAMB.
365,CREAMED KID FLAVORED WITH LAUREL ,"[the kid] dress and prepare, bone, remove the intestines with the rennet and wash. put in the mortar pepper, lovage, laser root, 2 laurel berries, a little chamomile and 2 or 3 brains, all of which crush. moisten with broth and season with salt. over this mixture strain 2 pints  of milk, 2 little spoons of honey. with this forcemeat stuff the intestines and wrap them around the kid. cover the roast with caul and parchment paper tightened with skewers, and place it in the roasting pan, adding broth, oil and wine. when half done, crush pepper, lovage, moisten with the roast's own gravy and a little reduced must; put this back into the pan and when the roast is done completely garnish it and bind [the gravy] with roux and serve.",VIII,QUADRUPEDS,VI,KID AND LAMB.
366,SUCKLING PIG STUFFED TWO WAYS ,"prepare, remove the entrails by the throat before the carcass hardens [immediately after killing]. make an opening under the ear, fill an ox bladder with tarentine  sausage meat and attach a tube such as the bird keeper uses to the neck of the bladder and squeeze the dressing into the ear as much as it will take to fill the body. then seal the opening with parchment, close securely [with skewers] and prepare [the roast for the oven].",VIII,QUADRUPEDS,VII,PIG.
367,ANOTHER SUCKLING PIG ,"salt, cumin, laser; add sausage meat. dilute with broth  remove the womb of the pig so that no part of it remains inside. crush pepper, lovage, origany, moisten with broth, add wine  brains, mix in 2 eggs, fill the [previously] parboiled pig with this forcemeat, close tight, place in a basket and immerse in the boiling stock pot. when done remove the skewers but in a manner that the gravy remains inside. sprinkle with pepper, serve.",VIII,QUADRUPEDS,VII,PIG.
368,STUFFED BOILED SUCKLING PIG ,"remove the womb of the pig. parboil. crush pepper, lovage, origany, moisten with broth. add cooked brains, as much as is needed  likewise dissolve eggs, [add] broth to taste, make a sausage [of this forcemeat] fill the pig which has been parboiled and rinsed with broth. tie the pig securely in a basket, immerse in the boiling stock pot. remove when done, wipe clean carefully, serve without pepper.",VIII,QUADRUPEDS,VII,PIG.
369,ROAST SUCKLING PIG WITH HONEY ,"empty the pig by the neck, clean and dry, crush one ounce pepper, honey and wine, place [this in a sauce pan and] heat; next break dry toast  and mix with the things in the sauce pan; stir with a whip of fresh laurel twigs  so that the paste is nice and smooth until sufficiently cooked. this dressing fill into the pig, wrap in parchment, place in the oven [roast slowly, when done, glaze with honey] garnish nicely and serve.",VIII,QUADRUPEDS,VII,PIG.
370,"MILK-FED PIG, COLD, APICIAN SAUCE ","serve boiled milk-fed pig either hot or cold with this sauce  in a mortar, put pepper, lovage, coriander seed, mint, rue, and crush it. moisten with broth. add honey, wine and broth. the boiled pig is wiped off hot with a clean towel, [cooled off] covered with the sauce and served .",VIII,QUADRUPEDS,VII,PIG.
371,SUCKLING PIG À LA VITELLIUS ,"suckling pig called vitellian style is prepared thus  garnish the pig like wild boar  sprinkle with salt, roast in oven. in the mortar put pepper, lovage, moisten with broth, wine and raisin wine to taste, put this in a sauce pan, adding very little oil, heat; the roasting pig baste with this in a manner so that [the aroma] will penetrate the skin.",VIII,QUADRUPEDS,VII,PIG.
372,SUCKLING PIG À LA FLACCUS ,"the pig is garnished like wild boar  sprinkle with salt, place in the oven. while being done put in the mortar pepper, lovage, carraway, celery seed, laser root, green rue, and crush it, moisten with broth, wine and raisin wine to taste, put this in a sauce pan, adding a little oil, heat, bind with roux. the roast pig, free from bones, sprinkle with powdered celery seed and serve.",VIII,QUADRUPEDS,VII,PIG.
